Ranking,Nombre,Cargo,Patrimonio_Mill.euros,Ranking_2017,Ranking_Sexo,Ranking_CCAA,Valor_bolsa.100,Variacion_patrimonio.100,Variacion_patrimonio,Sector,Empresas,Descripcion,CCAA,Familia
93,Emilio Cuatrecasas Figueras,"Ex presidente de Cuatrecasas, Gonçalves Pereira",550,107,44,27,58.9,29.4,125,"Inmuebles, Restauración","Emesa, Elior","El abogado catalán, descendiente del fundador del despacho Cuatrecasas, controla la Corporación Emesa, volcada en el sector inmobiliario.                                El año pasado traspasó a la francesa Elior su parte en la empresa de restauración Áreas, por la que recibió 220 millones en efectivo y entró en su accionariado (9,9%).                                Barcelona es su campo de operaciones inmobiliarias, donde gestiona 150.000 metros cuadrados. En 2017 reforzó su cartera con dos edificios en la Avda. Diagonal, un solar en el distrito 22@ y terrenos en la pujante zona de Finestrelles.                                En 2015, el abogado fue condenado a dos años de cárcel (que no pisó) y una multa de 1,5 millones por delito fiscal continuado.                            ",Cataluña,NA
92,Mauricio Botton Carasso,Ex accionista de Danone España,550,79,43,26,6.4,0,0,"Alimentación, Agricultura",Germina,"Ex directivo y nieto del fundador de Danone, tiene su centro de operaciones en la finca La Gramanosa (310 hectáreas), en la comarca del Alt Penedés.                                Germina Finance, su hólding, extiende sus inversiones por media Europa, sobre todo en Francia y Luxemburgo, donde tiene seis participadas.                                Como los Portabella, desde 2012 los Botton han vendido con cuentagotas su participación en Danone España.                                En 2015, Mauricio Botton obtuvo un ingreso extra de 168 millones por la venta del grueso de su participación en la multinacional francesa.                                Controla el 25% de su sociedad patrimonial desde Holanda y tiene una sicav con 35,5 millones.                            ",Cataluña,NA
91,Artur Suqué Puig,Propietarios del Grup Perelada,580,78,42,25,6.2,5.5,30,"Juego, Vino, Turismo","Grup Peralada, Inverama","Inverama es uno de los puntales del juego en España, con ocho casinos en Cataluña, Argentina, Chile y Uruguay y seis lujosos hoteles asociados.                                El Castillo de Peralada, en el Ampurdán, es propiedad de la familia desde 1923. Allí está la sede de sus bodegas (130 hectáreas) y del tradicional festival de verano que organizan.                                La familia completa sus negocios con dos fábricas de plástico en Galicia y Portugal (Poligal) y la granja de ostras Cumar, en el Delta del Ebro.                                Cavas Castillo de Perelada, la matriz del grupo, es dueña de la marca Hispano-Suiza, fundada por los Mateu en 1905.                                La Generalitat ha congelado el megacomplejo turístico BCN World, junto al parque Port Aventura, donde Inverama aspira a construir uno de los casinos.                            ",Cataluña,NA
90,Francisco Montoro Alemán y familia,Dueños de GMP Property Socimi,580,61,36,4,100,-25.2,-195,Inmuebles,GMP,"La socimi GMP Property (66,8%) cotiza en Bolsa, donde apenas tiene liquidez, y cuenta con una valoración de 850 millones.                                La compañía centra sus inversiones en edificios en las zonas 'prime' de Madrid. En 2017, adquirió la sede madrileña de Mapfre.                                Desde 2014, la compañía cuenta con el apoyo de un socio de primer nivel como el fondo soberano de Singapur (GIC), dueño del 32,9% del capital.                                Gloria Alemán, madre del presidente de la inmobiliaria, controla el 30%, mientras que el otro 36% está en manos de sus cinco hijos.                                Su activo estrella es la vieja sede del BBVA en el Paseo de la Castellana de Madrid, donde es el casero de Savills Aguirre Newman. A ésta suma una treintena de edificios más.                            ",Murcia,Familia
89,Familia Álvarez Ribalaygua,Dueños del Grupo Armando Álvarez y Aspla,590,81,35,3,0,7.3,40,Industria,"Aspla, Hotel Sardinero","José Ramón Álvarez Ribalaygua preside desde 2015 el Grupo Armando Álvarez, el mayor transformador español de films plásticos de polietileno, año de la muerte de su padre y fundador del grupo.                                Con la planta de Torrelavega, Aspla, como enseña, el grupo mueve 850 millones al año y reparte sus fábricas por Almería, Sevilla, Guadalajara Murcia y Cataluña.                                La familia es dueña del Grupo Sardinero, con tres hoteles en Santander (Bahía, Hoyuela y Sardinero) y dos más en Madrid.                                En mayo de 2017 adquirió el Hotel Innside (65 habitaciones) de Madrid por unos 30 millones.                            ",Cantabria,NA
88,Juan López-Belmonte López,Máximo accionista de Laboratorios Rovi,590,89,41,24,92,18,90,"Salud, Laboratorios",Laboratorios Rovi,"El gran negocio de la familia, Laboratorios Rovi (69,6%) , disparó un 29,5% su valoración en Bolsa en 2017, hasta los 800 millones.                                La farmacéutica con sede en Pozuelo de Alarcón está dirigida por su hijo, Juan López-Belmonte Encina, a su vez, presidente de la Cámara de Comercio de Madrid desde el cese de Arturo Fenández, en 2016.                                El anticoagulante Bemiparina, uno de sus productos estrella, se ha convertido en uno de los grandes motores de los ingresos del grupo, que al cierre del tercer trimestre del año pasado superaban los 200 millones de euros.                                Rovi acaba de obtener un crédito de 45 millones para I+D+i del Banco Europeo de Inversiones.                                Los López-Belmonte son propietarios de la finca cacereña La Parra del Soberal, junto al pantano del Borbollón, en Guijo de Coria.                            ",Madrid,NA
87,Alberto Zardoya Arana y familia,Accionistas de Zardoya Asensores,590,85,34,6,83.8,12.4,65,Industria,"Zardoya Ascensores, Mecalux","Tras firmar en 2016 su mejor año en Bolsa, en 2017, Zardoya (11,5%) volvió a dar alegrías a sus accionistas en el parqué (+17%).                                El mayor fabricante de ascensores y escaleras mecánicas ya ha conseguido la licencia de obra para su fábrica en el polígono de Eskuzaitzeta, junto a la ciudad deportiva de la Real Sociedad.                                Euro Syns y Bresla son las dos sociedades patrimoniales de los hermanos Alberto, María Teresa, Luisa Zardoya Arana y sus cuatro sobrinos, hijos de Francisco Javier Zardoya, fallecido en 2012.                                Los Zardoya participan en Cartera Rea (8%) y Mecalux (9%), en proceso de venta, valorada en entre 400 y 700 millones.                            ",País Vasco,Familia
86,Josep Lluís Núñez Clemente,Propietario de Núñez i Navarro,600,77,40,24,0,4.3,25,"Inmuebles, Turismo",Núñez y Navarro,"Núñez y Navarro, una de las inmobiliarias que mejor sorteó la crisis, está apostando fuerte por el negocio de las oficinas. El edificio Marina Factory, en LHospitalet de Llobregat, es su último gran proyecto.                                En 2016, obtuvo un beneficio superior a los 33 millones (12,9 millones en el ejercicio 2015), el segundo mejor resultado de su larga historia.                                Su brazo patrimonial incluye una cartera de 11 hoteles urbanos, todos ellos en el centro de Barcelona.                                NyN arrastra una deuda bancaria de 600 millones, soportada por activos valorados en 1.300 millones.                            ",Cataluña,NA
85,Luis Fernández Somoza,Ex propietario de Azkar,630,74,39,7,35.4,5,30,Multiinversor,Carteson,"En mayo de 2017, la operadora Dachser dejó de utiliza la marca Azkar (rápido, en euskera), ligada al mundo del transporte desde hacía 85 años. Fernández Somoza la había comprado hace 25 años y sacado a Bolsa.                                La venta de Azkar a la firma alemana redondeó la fortuna del veterano empresario lucense, que controla su imperio a través del hólding Carteson.                                Sus dos sicav, dos de las mayores de España, suman 222 millones.                                Desde febrero de 2017, Fernández Somoza financia una beca en la Facultad de Economía y Empresa de la Universidade da Coruña, con una dotación anual de 50.000 euros.                                Carteson tiene desde 2016 una filial inmobiliaria en el Reino Unido (Claudia Investments) con activos de 14 millones de euros.                            ",Galicia,NA
84,Familia Vall Esquerda,Propietarios Vall Companys,650,91,33,23,4.6,30,150,"Alimentación, Cárnica",Vall Companys,"Oscar, Meritxell y José Vall mantienen el hermetismo de su padre, Josep Vall Palou, y de su abuelo, José María Vall Companys, que siempre prefirieron huir del protagonismo y de los actos sociales.                                Vall Companys, la agroganadera de su propiedad, es la cárnica que más cerdos produce en España, 4,6 millones al año.                                La familia es dueña también de Harinera La Meta (La Palentina y Molisur) y de Transportes Segre. En global, genera unas ventas de 1.501 millones (2016).                                En 1996 buscó fortuna sin suerte en EEUU. En 2017 anunció que volverá a probar fortuna en América. Esta vez, en Paraguay.                            ",Cataluña,NA
83,Encarna Piñero García y familia,Dueña de Bahía Príncipe y Soltur,650,80,13,3,0,18.2,100,Turismo,"Soltur, Bahía Príncipe","La muerte en septiembre de 2017 de Pablo Piñero, Don Pablo, el fundador de Soltur, ha dejado el grupo en manos de cuatro mujeres: su viuda, Isabel García Lorca, y sus tres hijas Lydia, Isabel y Encarna Piñero.                                Tras un proceso de transición iniciado en 2012, en julio, Encarna Piñero, hija del fundador, había relevado a su padre como consejera delegada y primera ejecutiva del grupo, la octava cadena hotelera española, que factura 800 millones (2016).                                La cadena hotelera suma 25 establecimientos y más de 13.600 habitaciones. Está presente en las cuatro zonas turísticas de la República Dominicana (Playa Bávaro, La Romana, San Juan y Samaná), en Aruba, México, Jamaica, Canarias y Baleares.                                A sus hoteles, añade el turoperador Soltur, el receptivo Coming2 y los residenciales Bahia Príncipe Residences en México y Playa Romana.                                La familia detenta una red de sociedades -Miller Holdings SA, LevHotel SA y Kippin SA- con sede en Luxemburgo.                            ",Murcia,Familia
82,Víctor Urrutia Vallejo,Máximo accionista de Cvne,660,76,38,5,43.2,14.8,85,"Alimentación, Vino",Cvne,"Vendió su parte en la embotelladora de Coca Cola antes de la fusión de las coca colas europeas.                                El extraordinario 'rally' de la papelera Ence (6,22%) en Bolsa que en 2017 subió un 128% le dio las mayores alegrías.                                Su gran apuesta empresarial es Cvne, donde junto a su esposa y sus cinco hijos controla más de la mitad del capital.                                La bodega tiene como socios a dos de los empresarios que mejor invierten: Juan Abelló y a Ignacio Comenge. En 2017 adquirió Virxen de Galir, dentro de su apuesta por la denominación de origen Valdeorras.                                Controla la sociedad Asúa de Inversiones, la matriz de sus negocios. Dos de sus participaciones más abultadas son el fondo QMC II Iberian (136 millones) y una sicav (62 millones).                            ",País Vasco,NA
81,Juan Luis Arregui Ciársolo,Fundador de Gamesa y presidente de Ence,660,95,37,4,79.4,32,160,"Industria, Vino",Ence,"En 2017 no paró de elevar su participación en Ence, que ya supera el 29%. Una apuesta acertada, la papelera registró una histórica subida del 128%.                                Es vicepresidente de Cartera Rea (18%), la sociedad de inversión cotizada que invierte en Tubacex, Mecalux y Europac.                                Turina 2000, su patrimonial, controla la mayoría del Grupo Artevino, dueño de varios de los mejores vinos del país, los que producen las bodegas Viña Izadi, Vetus, Villacreces y Orben.                                Otra de sus participadas, Foresta Capital, explota el negocio de las maderas nobles.                            ",País Vasco,NA
80,José Ignacio Comenge Sánchez-Real,"Accionista de Coca Cola Europa, Ebro Foods y Cvne",670,68,32,23,69.6,-0.7,-5,"Alimentación, Bebidas","Coca Cola European Partners, Ebro Foods","Cambió las participaciones en las embotelladoras de Castilla y Levante de Coca Cola por un pedacito de la nueva Coca Cola Europe (7,7 millones de acciones), valorado en 250 millones.                                Su fondo de armario en la Bolsa es profundo: participa en Ence (5,5%), Prim (14%) Ebro Foods (3%) y una sicav con 19,7 millones.                                Fuera del parqué, controla varias inmobiliarias (Dosval, Blig 13-13), participa en las bodegas CVNE, preside el fabricante de envases Rexam, la cristalera B&A SA y la firma de aperitivos Twin Screw.                                Gestiona sus inversiones desde sus oficinas en la calle Almagro de Madrid, donde localiza su patrimonial, La Fuente Salada.                            ",Madrid,NA
79,Familia García Baliña,Socios de Finsa,670,110,31,6,0,67.5,270,Construcción,Finsa,"Los 750 millones de patrimonio que reconoce Finsa en su última memoria convierten a la maderera coruñesa en una de las empresa gallegas más solventes.                                Finsa pertenece a los nietos de los García Cambón, originarios de Negreira (A Coruña). La mayoría está en manos de los hijos de los tres hermanos García Baliña (García Valiño, García Muela y Aller García), las hermanas García Nimo y las hermanas Villaverde García.                                El grupo es líder en suelos laminados, tableros, vigas, encofrados, cocinas y cubiertas. Factura 800 millones (2016) y emplea a 3.056 personas en una docena de plantas.                                Su flota de vehículos asciente a más de 400 vehículos. En 2016, Finsa creó Norfin Logistic para explotarla más allá de su propio negocio.                            ",Galicia,NA
78,José Antolín Toledano,Máximo Accionista del Grupo Antolín,680,83,36,3,0,23.6,130,"Industria, Automoción",Grupo Antolin,"Antolín, puntal de la automoción española, duplicó su negocio en 2016 hasta 5.600 millones, tras incorporar a su balance las 40 fábricas adquiridas a la canadiense Magma por 500 millones.                                Avot Inversiones, la matriz del grupo desde 2015, trabaja para todas las grandes marcas y suma 161 plantas de fabricación de piezas para automóviles.                                El veterano empresario y sus hijos -Helena Antolín Raybaud y Enma y José Antolín Granet- controlan la mitad del grupo. La otra mitad pertenece a la familia de su hermano Avelino (fallecido en 1995), representada por Ernesto Antolín Arribas.                                En 2013, la familia recuperó el control del 100% del capital tras recomprar el 22,8% en poder de Caixa Bank, Bankia y el Fondo de Garantía de Depósitos el 22,8% desde hacía una década.                                Es propietario de una conocida finca en Los Ausines, en la comarca burgalesa del Alfoz, y de las Bodegas Imperiales, en Gumiel, al sur de la provincia.                            ",Castilla y León,NA
77,Carmen y Liliana Godia,Socias de Abertis y Fersa,680,70,12,22,91.2,0.7,5,Contratas,"Abertis, Fersa","La guerra de opas sobre Abertis protagonizada por la italiana Atlantia y ACS llevó la cotización de la concesionaria hasta máximos históricos en 2017 (+45%).                                Liliana y Carmen controlan el 43% de la sociedad Inversiones Autopistas, que a su vez ostenta el 6,9% de Abertis.                                Liliana forma con Manuel Torreblanca una de las parejas más célebres de Cataluña. Su matriz, BCN Godia, invierte en centros de ITV (Barcel Euro) y seguridad (Segur24).                                Carmen Godia, dueña de la patrimonial GT3, compró en 2014 las residencias Novallar, con centros en Mediona y Cunit (Barcelona) e invierte en Ecolumber (11,8%).                                Su hijo Rafael Tous Godia tiene el 15,6% de GT3 y está presente en las principales sociedades del grupo.                            ",Cataluña,NA
76,José Luis Díaz López y familia,Accionistas de Santalucía,710,75,30,22,0.7,18.3,110,"Finanzas, Seguros",Santalucía,"Más discreta si cabe que los Álvarez, sus socios en Santalucía, la familia Díaz, ostentan el 33% de la aseguradora de capital español que más ha crecido estos años.                                José Luis Díaz, secretario del Consejo de Administración, representa a una docena de primos separados en tres ramas familiares. Con sus seis hermanos se reparte la sociedad Dehesa de las Cabrerizas.                                Céntricos edificios en Madrid, hoteles, activos financieros, explotaciones agrícolas e inversiones como la tienda de vinos La Vinotería, en Jerez de la Frontera, o Aldebarán Charters.                            ",Madrid,Familia
75,Jordi Clos i Llombart,Propietario de Derby Hoteles,710,67,35,21,0,1.4,10,Turismo,Derby Hotels Group,"Ha dejado las riendas de Derby Hotels Collection, su grupo hotelero, en manos de su hijo Joaquim (36 años). La cadena está presente en Barcelona, Madrid, Londres y París y sus activos se valoran en 800 millones.                                La compañía ha pospuesto nuevas aperturas en ciudades como Múnich o Ámsterdam, optando por refugiarse en sus activos hoteleros.                                En junio de 2017 celebró los 25 años del Hotel Clarís de Barcelona -la joya de la corona- con una fiesta con 600 invitados en su lujosa azotea, donde trabaja el chef Aurelio Morales.                                Derby es dueña de 22 establecimientos. En el último ejercicio (2016), facturó 76,3 millones, un 2,5% más.                            ",Cataluña,NA
74,Paloma García Peña y familia,Accionista de El Corte Inglés,720,65,11,20,0,-0.7,-5,Distribución,El Corte Inglés,"La familia García Peña, afincada en Cataluña, controla la Cartera Mancor, quinto accionista de El Corte Inglés con cerca del 8%.                                Mancor asume un patrimonio neto de 407 millones de euros, pero en 2015 El Corte Inglés se tasó en entre 9.000 y 10.000 millones, por lo que su participación tiene un valor real de 700 millones.                                Paloma García Peña representa a la familia en los grandes almacenes y la Fundación Ramón Areces, primer socio del grupo.                            ",Cataluña,Familia
73,Leopoldo Fernández Pujals,Ex presidente de Jazztel y Telepizza,750,63,34,21,0,0,0,Multiinversor,"ex Jazztel, ex Telepizza","La cría de caballos y halcones es la gran pasión y la única ocupación conocida del único empresario español que ha metido dos empresas en el Ibex 35.                                Enemigo frontal del régimen castrista, Fernández Pujals sigue con máxima atención los acontecimientos en la isla.                                Bahamas, donde reside, y Luxemburgo son los países donde canaliza los ingentes ingresos de sus multimillonarias ventas. Pujals tenía su 15% de Jazztel a través de una sociedad de Luxemburgo.                                En Centurión, una finca de mil hectáreas en Segovia, cría los mejores caballos del país y halcones que vende a las familias ricas del Golfo Pérsico.                            ",Madrid,NA
72,Juan José Hidalgo Acera y familia,Máximos accionistas de Globalia,770,73,33,2,0,23.2,145,Turismo,"Globalia, Air Europa","Su alianza con Ryanair en mayo de 2017 para volar a EEUU y Latinoamérica pone a Air Europa en situación de discutir la hegemonía de Iberia. La aerolínea irlandesa podría entrar también en el capital.                                Air Europa, Halcón Viajes, Viajes Ecuador, Travelplan y la hotelera Be Live mueven un negocio de 3.600 millones y ocupan a más de 13.000 trabajadores.                                Globalia vendió en noviembre de 2017 su negocio de agencias de viajes en Portugal (60 oficinas) a la portuguesa Avoris.                                Tras la compra del Popular, que controla un 9% del grupo, el Banco Santander es su nuevo compañero de viaje. Unicaja ostenta otro 7% y Abel Matutes, el 5,14%.                                Su división hotelera, que busca crecer en México, cuenta con 8.000 habitaciones en 28 establecimientos repartidos por España, Portugal, Marruecos, República Dominicana y Cuba.                            ",Castilla y León,Familia
71,Rafael Domínguez de Gor,Propietario de Mayoral,780,93,32,4,48.2,56,280,"Textil, Telecomunicaciones","Mayoral, Indumenta Pueri","Tiene más mercado en Italia que en España, un catálogo de 5.000 prendas y 14 filiales internacionales.                                Mayoral superó en 2016 los 300 millones de facturación y espera cerrar 2017 en 360 millones.                                Indumenta Pueri, cabecera de los negocios de los hermanos Domínguez, participa en ocho empresas cotizadas. Su última gran apuesta es MásMóvil, donde su 10,5% vale 185 millones.                                Su cartera bursátil suma 380 millones y se completa con Azkoyen (7%), Barón de Ley (5,4%), Adolfo Domínguez (8,4%), Miquel i Costas (8%), Renta 4 (5%), Rovi (5%) y CAF (5%).                            ",Andalucía,NA
70,Joan Esteve Soler y familia,Propietarios de Laboratorios Esteve,790,99,29,19,2.2,66.3,315,"Salud, Laboratorios",Laboratorios Esteve,"Por primera vez en sus casi 90 años de historia, el día a día de los laboratorios Esteve no está en manos por un miembro de la familia. En 2017, el grupo fichó al sueco Staffan Schüberg como consejero delegado.                                El grupo químico-farmacéutico factura 915 millones (2016) y está inmerso en un plan de crecimiento para alcanzar un negocio de 1.300 en 2019.                                La profesionalización de Esteve permitió la jubilación definitiva de Joan Esteve Soler. Su relevo en la presidencia lo asumió su sobrino Albert Esteve Cruella.                            ",Cataluña,Familia
69,Familia Mora Figueroa Domecq,Socios de Coca Cola European Partners,790,59,28,3,0,-1.3,-10,"Alimentación, Inmuebles, Agricultura","Coca Cola European Partners, Los Gaduares","Los cuatro hermanos Mora Figueroa ocupan un lugar central entre de los grandes terratenientes y bodegueros españoles.                                Su fortuna viene, en cambio, de su participación de control en la embotelladora de Coca Cola Rendelsur, que explotó el negocio en Andalucía, Ciudad Real y Extremadura.                                Hoy, sus viejos activos en la embotelladora se diluyen en Olive Partners, accionista de Coca Cola Europe, donde ostentan en torno al 5%.                                Su apellido está ligado a Sotogrande (Cádiz), donde la familia es la dueña del Santa María Polo Club.                                La finca Las Lomas (12.000 hectáreas), refugio de reyes, es segundo latifundio más grande de Cádiz, sólo detrás de La Almoraima, propiedad del Estado.                            ",Andalucía,NA
68,Alberto Palatchi Ribera,Fundador de Pronovias,800,71,31,18,64.3,18.5,125,Textil,Pronovias,"La venta de Pronovias a la firma de capital riesgo BC Partners por 550 millones de euros fue una de las grandes operaciones empresariales de 2017.                                La operación se precipitó tras el sonado divorcio de Alberto Palatchi y Susana Gallardo, tras casi 30 años de matrimonio, una de las parejas más poderosas del mundo empresarial español.                                Palatchi conserva el 10% de Pronovias y su silla en el consejo de administración.                                Al margen de Pronovias, Palatchi regenta dos sicav con 514 millones (septiembre 2017).                                Galma Grupo Corporativo, su sociedad patrimonial, movió su sede de El Prat de Llobregat a la calle Zurbarán de Madrid.                            ",Cataluña,NA
67,Jesús Núñez Velázquez y familia,Máximo Accionista de Universidad Alfonso X El Sabio,800,72,30,1,13.4,23.1,150,"Educación, Salud",Universidad Alfonso X El Sabio,"Es el empresario más próspero del rentable negocio de la educación privada. Junto a su familia, controla en torno al 78% de la Universidad Alfonso X, asentada en Villanueva de la Cañada (Madrid), valorada en 450 millones.                                Su hija, Iris Núñez Trébol, es vicerrectora de Relaciones Internacionales. Su socio principal es Mª Teresa García Gallego (15%), heredera del fundador de las destilerías DYC.                                Controla numerosos colegios privados, como el Monfort (Loeches, Madrid), el Meres (Asturias) o el Greenwich (La Moraleja, Madrid).                                El Hospital Clínico Veterinario, enclavado en el campus de la UAX, es uno de los más prestigiosos de Europa.                                La UAX es propietaria de la Clínica Universitaria Odontológica y el Centro Odontológico de Innovación y Especialidades Avanzada, ambos en Madrid capital.                            ",Castilla y León,Familia
66,María José Soriano y Silvestre Segarra,Socios de Porcelanosa,810,82,10,4,1.1,47.3,260,"Construcción, Cerámica","Porcelanosa, Sorman","Sorman, el hólding castellonés que domina en el accionariado (55%) de la azulejera española que más factura, fija su patrimonio en más de 800 millones.                                Porcelanosa y sus ocho marcas comerciales mueven un negocio de 845 millones (2016), un 80% fuera de España. El grupo suma 8.000 trabajadores. Ghana, Omán y Etiopía son sus nuevos mercados.                                En Estados Unidos, donde en 2015 inauguró su tienda bandera en la Quinta Avenida de Nueva York, suma 29 tiendas propias.                                Cuenta con 400 'showrooms' y un total de 970 establecimientos repartidos por el mundo. Los últimos, en Nueva Delhi, Sidney, Avignon, Lugo y Málaga.                            ",Comunidad Valenciana,NA
65,Hermanos Gómez Gómez,Accionistas de Mercadona,820,60,27,2,0,2.5,20,Distribución,Mercadona,"En 1998, los Gómez unieron su destino a Mercadona al fusionar su cadena de supermercados (Multimás) con la de los Roig. Desde entonces controlan un 7% de la empresa, valorado en entre 800 y 1000 millones.                                Discretos al máximo, en 2016 salieron del anonimato para crear los premios sanitarios Patrocinio Gómez, en Antequera, en honor a su madre, fallecida en 2015.                                Apenas se les conocen otros negocios ajenos a Mercadona, que canalizan a través de la sociedad GS Grupo Multimás, con sede en Antequera.                            ",Andalucía,NA
64,"Familias Botet, Elías y Carbó",Ex accionistas de Caprabo,840,62,26,17,12.1,8.4,65,Inmuebles,Grup Caboel,"Caboel, la oficina familiar de las ex propietarias de Caprabo, regenta una cartera de 150 inmuebles. Entre sus joyas, dos edificios en el Paseo de Gracia (28 y 81) de Barcelona y Castellana 68, en Madrid.                                Sus hoteles se reparten entre Barcelona, Palma y Madrid y sus oficinas entre España y Portugal. En 2015, obtuvo casi 100 millones con la venta de 33 locales comerciales.                                Las sicav en poder de la sagas catalanas superan los 100 millones. Además, son socios de la inmobiliaria cotizada Renta Corporación (5%).                                Silvio Elías, miembro de la Junta Directiva del FC Barcelona, es dueño de la red de gimnasios Duet Fit (17 centros y 65.000 usuarios) y los supermercados de productos ecológicos Véritas, que gestiona su hijo.                            ",Cataluña,NA
63,Enrique y Bartolomé Freire Arteta y familia,Propietarios de Megasa,840,54,25,5,0,-1.2,-10,"Industria, Metalurgia",Megasa,"Megasa, asentada en Narón, es la gran siderúrgica gallega y la cuarta compañía de la comunidad autónoma por volumen de ventas.                                Bidaposa, con sede en Vallecas (Madrid), ejerce como matriz del grupo que controlan las sociedades de dos ramas familiares: los Freire Arteta y los Freire Vázquez.                                Cuenta con más de 1.000 empleados repartidos en sus plantas de Narón, Zaragoza, Valencia, Seixal y Maia (estas últimas en Portugal).                                Megasa forma parte de Fortia Energía (8,8%), la comercializadora de energía de las grandes industrias españolas, que factura 650 millones.                            ",Galicia,Familia
62,Carlota Areces Galán y familia,Accionistas de El Corte Inglés,860,55,9,20,2.7,4.2,35,Distribución,El Corte Inglés,"Los cinco hijos de Luis Areces, hermano del fundador de El Corte Inglés, controlan la Corporación Ceslar, cuarto accionista de El Corte inglés con un 9% del capital.                                En 2015, Carlota Areces fue expulsada del Consejo de Administración del grupo y de la Fundación Ramón Areces por deslealtad, tras revelar información confidencial. Denunciaron la decisión ante los tribunales, pero la Justicia la respaldó.                                Los Areces Galán se opusieron ese año a la entrada del jeque Al Thani en el accionariado en las condiciones pactadas.                                En verano de 2017, Ceslar dio el visto bueno a la gestión del grupo en la última junta de accionistas.                            ",Madrid,Familia
61,Ana y Álvaro Sainz de Vicuña y Bemberg y hnos.,Dueña de la Corporación Guadalmar,860,53,24,19,6,1.2,10,Multiinversor,"Corporación Guadalmar, Arconas Holding","Malta es la isla del tesoro de los hermanos Sainz de Vicuña. Allí ubican Arconas International, su holding empresarial, que guarda 555 millones (2016) y 30 participadas en Argentina, Chile, Uruguay, Luxemburgo, Liechtenstein y España.                                Federico, Álvaro, Ana y Beatriz Sainz de Vicuña y Bemberg controlan Arconas a través de cuatro sociedades radicadas en Zúrich (Suiza), país donde también poseen propiedades                                La venta de las cervezas Quilmes (2006) y de Coca Cola Iberia (2015) son la base de su patrimonio, compuesto hoy por vastas extensiones de tierra y propiedades en Chile y Argentina, hoteles, bodegas, el chileno Grupo Security (6%). En España opera su filial Corporación Guadalmar.                                Ana Sainz de Vicuña trabajó 20 años en Merril Lynch y hoy es consejera en Acciona, Prosegur Cash y la inmobiliaria Colonial.                                Álvaro Sainz de Vicuña lleva los negocios en Europa. Posee un club de polo en Sotogrande y es consejero del fondo Quilvest, donde participa con al menos un 15%.                            ",Madrid,NA
60,Ricardo Portabella Peralta,Dueño de Taiko y socio de Alantra,870,57,29,16,11.7,5.5,45,Inmuebles,"Taiko, Alantra Partners","Su fortuna -y su domicilio fiscal- ha basculado desde Suiza hacia Asia. Ya tiene al menos cinco sociedades radicadas en Singapur al acecho de oportunidades inmobiliarias.                                Valora sus activos en más de 1.000 millones, de los cuales, casi el 70% son inmuebles.                                Taiko, la matriz de sus negocios desde 2011, se asienta en Luxemburgo y regenta empresas en Suiza, España y Singapur. De ella cuelga su filial española, Anpora Patrimonio, que en 2017 trasladó también su domicilio fiscal a Luxemburgo.                                En 2017 se disparó la cotización de la gestora Alantra (antigua NMas1 Dinamia), donde posee cerca del 20%. Suya es también la conservera Anxoves de L'Escala, en la Costa Brava.                                Comparte algunas de sus inversiones inmobiliarias con su tío, el cineasta Pere Portabella (Figueres, 1929).                            ",Cataluña,NA
59,José Lladó Fernández-Urrutia,Presidente de Técnicas Reunidas,880,42,28,18,62.7,-16.2,-170,Industria,Técnicas Reunidas,"Técnicas Reunidas, constructora de plantas petrolíferas y otras infraestructuras energéticas, de la que controla un 37,2%, perdió un 30% de su valor en Bolsa en 2017.                                Hace tres años que el ex ministro de UCD dejó en manos de su hijo Juan Lladó Arburúa (viceprensidente primero y CEO) el peso del día a día de la corporación.                                Sus sociedades Alartec y Aragonesas articulan sus otras inversiones en viviendas, fincas, oficinas y capital riesgo.                                Su cartera de inmuebles figura entre las más selectas de Madrid capital, con edificios en La Castellana, Recoletos, Jorge Juan o Pinar, entre otros.                            ",Madrid,NA
58,Marco Colomer Barrigón y familia,Propietarios de Pryconsa y Cogein,880,58,23,17,27.3,10,80,Inmuebles,Pryconsa,"La promotora madrileña Pryconsa aspira a hacerse son los suelos adyacentes al estadio Vicente Calderón, la mayor operación de suelo en marcha en el centro de la capital.                                Lleva años acumulando suelo. Los últimos, en Vicálvaro (Madrid), adquiridos al Ministerio de Defensa en octubre de 2017.                                Les salvó de la burbuja una estrategia prudente y un modelo de negocio industrial aplicado a la promoción inmobiliaria.                                Controla un 73% de la patrimonial Saint Croix Holding, que cotiza en Luxemburgo y Madrid, valorada en 320 millones, con más de 200 inmuebles. En enero de 2017 un 5% pasó a control de Pasaval (familia Quesada).                            ",Madrid,Familia
57,Julio Iglesias de la Cueva,Artista,900,51,27,16,0,0,0,Ocio,-,"El cantante español más rico sigue en la carretera. En abril lanzó su último trabajo, un disco de duetos de compositores mexicanos.                                Iglesias no descuida sus negocios, que supervisa con celo desde Miami, donde en 2017 puso a la venta un terreno situado en Indian Creek valorado en 150 millones de dólares.                                El que fuera su mánager hasta 1984, Alfredo Fraile, ha reconocido que creó un entramado de empresas offshore para el artista, que aparece en la investigación 'Los papeles del paraíso' (Paradise Papers).                                En 2017, dos de sus ocho hijos reconocidos, Victoria y Cristina Iglesias Rijnsburger, se incorporaron a lo grande en el papel couché con una entrevista a dúo en la revista 'Hola'.                                Si el físico responde (la taquilla sí lo hará), Julio hará un macroconcierto en el Santiago Bernabéu en verano de 2018.                            ",Madrid,NA
